dt,bat_v,dht_t,dht_h,ref_v,out_v,therm_v,in_v
20251231T164707,5.718,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164708,5.736,  4.0, 85.0,2.556,2.614,3.938,2.599
20251231T164709,5.824,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164710,5.815,  4.0, 85.0,2.556,2.614,3.938,2.594
20251231T164711,5.886,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164712,5.894,  4.0, 85.0,2.556,2.614,3.938,2.594
20251231T164713,5.798,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164714,5.894,  4.0, 85.0,2.556,2.614,3.938,2.599
20251231T164715,5.789,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164717,5.754,  4.0, 85.0,2.556,2.614,3.938,2.599
20251231T164718,5.701,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164719,5.815,  4.0, 85.0,2.556,2.614,3.938,2.594
20251231T164720,5.666,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164721,5.806,  4.0, 85.0,2.556,2.614,3.938,2.594
20251231T164722,5.718,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164723,5.842,  4.0, 85.0,2.556,2.609,3.938,2.594
20251231T164724,5.771,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164725,5.762,  4.0, 85.0,2.556,2.609,3.933,2.594
20251231T164727,5.833,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164728,5.683,  4.0, 85.0,2.556,2.609,3.933,2.594
20251231T164729,5.824,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164730,5.815,  4.0, 85.0,2.556,2.609,3.933,2.594
20251231T164731,5.762,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164732,5.815,  4.0, 85.0,2.556,2.609,3.933,2.594
20251231T164733,5.727,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164734,5.806,  4.0, 85.0,2.556,2.609,3.933,2.594
20251231T164735,5.824,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164737,5.701,  4.0, 85.0,2.556,2.609,3.933,2.594
20251231T164738,5.692,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164739,5.771,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164740,5.789,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164741,5.789,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164742,5.780,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164743,5.789,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164744,5.780,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164745,5.674,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164747,5.859,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164748,5.710,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164749,5.833,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164750,5.912,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164751,5.798,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164752,5.886,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164753,5.798,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164754,5.727,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164755,5.745,  4.0, 85.0,2.498,2.505,3.936,2.500
20251231T164757,5.771,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164758,5.859,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164759,5.912,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164800,5.806,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164801,5.806,  4.0, 85.0,2.551,2.599,3.921,2.584
20251231T164802,5.877,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164803,5.674,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164804,5.745,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164805,5.780,  4.0, 85.0,2.551,2.599,3.921,2.584
20251231T164807,5.701,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164808,5.674,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164809,5.727,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164810,5.789,  4.0, 85.0,2.551,2.599,3.921,2.589
20251231T164811,5.727,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T164812,5.868,  4.0, 85.0,2.551,2.604,3.921,2.584
20251231T164813,5.718,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164814,5.798,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164815,5.798,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164817,5.745,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164818,5.745,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164819,5.710,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164820,5.894,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164821,5.683,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164822,5.727,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164823,5.718,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164824,5.806,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164825,5.789,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164827,5.815,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164828,5.692,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164829,5.674,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164830,5.736,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164831,5.762,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164832,5.824,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164833,5.666,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164834,5.745,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164835,5.886,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164837,5.710,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164838,5.877,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164839,5.780,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164840,5.789,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164841,5.842,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164842,5.718,  4.0, 85.0,2.502,2.505,3.943,2.505
20251231T164843,5.868,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164844,5.903,  4.0, 85.0,2.502,2.510,3.943,2.505
20251231T164845,5.806,  4.0, 85.0,2.551,2.604,3.921,2.589
20251231T164846,5.754,  4.0, 85.0,2.502,2.505,3.948,2.505
20251231T164848,5.762,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164849,5.868,  4.0, 85.0,2.502,2.510,3.948,2.505
20251231T164850,5.798,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164851,5.736,  4.0, 85.0,2.502,2.505,3.948,2.505
20251231T164852,5.868,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164853,5.674,  4.0, 85.0,2.502,2.510,3.948,2.505
20251231T164854,5.701,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164855,5.666,  4.0, 85.0,2.502,2.510,3.948,2.505
20251231T164856,5.745,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164858,5.683,  4.0, 85.0,2.502,2.510,3.948,2.505
20251231T164859,5.692,  4.0, 85.0,2.551,2.604,3.925,2.589
20251231T164900,5.674,  4.0, 85.0,2.502,2.505,3.948,2.505
20251231T164901,5.877,  4.0, 85.0,2.551,2.599,3.925,2.584
20251231T164902,5.692,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T164903,5.736,  4.0, 85.0,2.551,2.599,3.925,2.589
20251231T164904,5.806,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T164905,5.789,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164906,5.736,  4.0, 85.0,2.498,2.500,3.945,2.500
20251231T164908,5.710,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164909,5.912,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T164910,5.789,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164911,5.824,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164912,5.780,  4.0, 85.0,2.542,2.589,3.910,2.574
20251231T164913,5.745,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164914,5.789,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164915,5.815,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164916,5.692,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164918,5.903,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164919,5.850,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164920,5.859,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164921,5.745,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164922,5.789,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T164923,5.842,  4.0, 85.0,2.546,2.589,3.918,2.579
20251231T164924,5.666,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164925,5.850,  4.0, 85.0,2.546,2.589,3.913,2.579
20251231T164926,5.894,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164928,5.718,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164929,5.754,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164930,5.692,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164931,5.718,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T164932,5.754,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164933,5.666,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164934,5.762,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164935,5.762,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164936,5.727,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164938,5.771,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164939,5.754,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164940,5.903,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164941,5.789,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164942,5.674,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T164943,5.780,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T164944,5.754,  4.0, 85.0,2.498,2.500,3.950,2.500
20251231T164945,5.718,  4.0, 85.0,2.551,2.599,3.925,2.589
20251231T164946,5.806,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164948,5.806,  4.0, 85.0,2.546,2.594,3.918,2.584
20251231T164949,5.833,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164950,5.745,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T164951,5.771,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164952,5.868,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T164953,5.903,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164954,5.718,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T164955,5.886,  4.0, 85.0,2.502,2.505,3.958,2.505
20251231T164956,5.780,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T164958,5.762,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T164959,5.727,  4.0, 85.0,2.556,2.614,3.943,2.594
20251231T165000,5.798,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165001,5.727,  4.0, 85.0,2.556,2.614,3.943,2.599
20251231T165002,5.754,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165003,5.798,  4.0, 85.0,2.556,2.614,3.943,2.599
20251231T165004,5.701,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165005,5.710,  4.0, 85.0,2.556,2.614,3.948,2.599
20251231T165006,5.815,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165008,5.789,  4.0, 85.0,2.556,2.614,3.948,2.599
20251231T165009,5.745,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165010,5.666,  4.0, 85.0,2.561,2.619,3.951,2.604
20251231T165011,5.727,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165012,5.780,  4.0, 85.0,2.556,2.609,3.943,2.594
20251231T165013,5.683,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165014,5.886,  4.0, 85.0,2.551,2.604,3.935,2.589
20251231T165015,5.745,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165016,5.842,  4.0, 85.0,2.556,2.609,3.943,2.594
20251231T165018,5.806,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165019,5.833,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T165020,5.850,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165021,5.798,  4.0, 85.0,2.551,2.599,3.930,2.584
20251231T165022,5.894,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165023,5.842,  4.0, 85.0,2.551,2.604,3.935,2.589
20251231T165024,5.727,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165025,5.754,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T165026,5.780,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165028,5.762,  4.0, 85.0,2.551,2.604,3.930,2.589
20251231T165029,5.806,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165030,5.771,  4.0, 85.0,2.551,2.599,3.930,2.584
20251231T165031,5.674,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165032,5.683,  4.0, 85.0,2.546,2.594,3.923,2.579
20251231T165033,5.771,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165034,5.727,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T165035,5.692,  4.0, 85.0,2.502,2.510,3.958,2.505
20251231T165036,5.886,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T165037,5.886,  4.0, 85.0,2.498,2.500,3.950,2.500
20251231T165039,5.789,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T165040,5.736,  4.0, 85.0,2.498,2.500,3.945,2.500
20251231T165041,5.745,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T165042,5.815,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165043,5.780,  4.0, 85.0,2.546,2.594,3.918,2.579
20251231T165044,5.754,  4.0, 85.0,2.502,2.510,3.953,2.505
20251231T165045,5.754,  4.0, 85.0,2.546,2.594,3.913,2.579
20251231T165046,5.824,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165047,5.657,  4.0, 85.0,2.546,2.594,3.913,2.579
20251231T165049,5.692,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165050,5.754,  4.0, 85.0,2.546,2.594,3.913,2.579
20251231T165051,5.692,  4.0, 85.0,2.502,2.510,3.953,2.505
20251231T165052,5.798,  4.0, 85.0,2.546,2.594,3.913,2.579
20251231T165053,5.894,  4.0, 85.0,2.502,2.510,3.953,2.505
20251231T165054,5.789,  4.0, 85.0,2.546,2.594,3.913,2.579
20251231T165055,5.842,  4.0, 85.0,2.498,2.500,3.945,2.500
20251231T165056,5.762,  4.0, 85.0,2.546,2.589,3.908,2.579
20251231T165057,5.754,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165059,5.771,  4.0, 85.0,2.546,2.589,3.908,2.579
20251231T165100,5.736,  4.0, 85.0,2.498,2.500,3.945,2.500
20251231T165101,5.868,  4.0, 85.0,2.542,2.584,3.901,2.574
20251231T165102,5.762,  4.0, 85.0,2.498,2.500,3.945,2.500
20251231T165103,5.771,  4.0, 85.0,2.542,2.584,3.901,2.574
20251231T165104,5.727,  4.0, 85.0,2.498,2.500,3.945,2.500
20251231T165105,5.789,  4.0, 85.0,2.542,2.584,3.896,2.569
20251231T165106,5.877,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165107,5.754,  4.0, 85.0,2.542,2.584,3.896,2.569
20251231T165109,5.771,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165110,5.762,  4.0, 85.0,2.542,2.584,3.896,2.569
20251231T165111,5.868,  4.0, 85.0,2.502,2.505,3.953,2.505
20251231T165112,5.745,  4.0, 85.0,2.542,2.584,3.896,2.569
20251231T165113,5.657,  4.0, 85.0,2.502,2.505,3.948,2.505
20251231T165114,5.736,  4.0, 85.0,2.542,2.579,3.891,2.569
20251231T165115,5.674,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165116,5.780,  4.0, 85.0,2.542,2.579,3.891,2.569
20251231T165117,5.824,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165119,5.657,  4.0, 85.0,2.537,2.574,3.883,2.564
20251231T165120,5.771,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165121,5.710,  4.0, 85.0,2.537,2.574,3.878,2.564
20251231T165122,5.780,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165123,5.798,  4.0, 85.0,2.537,2.574,3.878,2.564
20251231T165124,5.780,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165125,5.815,  4.0, 85.0,2.537,2.574,3.878,2.564
20251231T165126,5.727,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165127,5.868,  4.0, 85.0,2.537,2.574,3.873,2.559
20251231T165129,5.710,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165130,5.736,  4.0, 85.0,2.537,2.574,3.873,2.559
20251231T165131,5.692,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165132,5.868,  4.0, 85.0,2.537,2.569,3.873,2.559
20251231T165133,5.894,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165134,5.745,  4.0, 85.0,2.537,2.569,3.868,2.559
20251231T165135,5.701,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165136,5.745,  4.0, 85.0,2.532,2.564,3.861,2.554
20251231T165137,5.674,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165139,5.789,  4.0, 85.0,2.537,2.569,3.868,2.559
20251231T165140,5.771,  4.0, 85.0,2.498,2.500,3.940,2.500
20251231T165141,5.780,  4.0, 85.0,2.532,2.564,3.861,2.554
20251231T165142,5.701,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165143,5.859,  4.0, 85.0,2.532,2.564,3.861,2.554
20251231T165144,5.692,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165145,5.833,  4.0, 85.0,2.532,2.564,3.856,2.554
20251231T165146,5.842,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165147,5.762,  4.0, 85.0,2.532,2.564,3.856,2.554
20251231T165149,5.674,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165150,5.789,  4.0, 85.0,2.532,2.564,3.856,2.554
20251231T165151,5.859,  4.0, 85.0,2.498,2.500,3.936,2.495
20251231T165152,5.780,  4.0, 85.0,2.532,2.564,3.851,2.554
20251231T165153,5.745,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165154,5.683,  4.0, 85.0,2.532,2.564,3.851,2.554
20251231T165155,5.727,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165156,5.710,  4.0, 85.0,2.532,2.564,3.851,2.554
20251231T165157,5.762,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165159,5.657,  4.0, 85.0,2.532,2.564,3.846,2.554
20251231T165200,5.718,  4.0, 85.0,2.498,2.500,3.936,2.495
20251231T165201,5.771,  4.0, 85.0,2.532,2.559,3.846,2.549
20251231T165202,5.886,  4.0, 85.0,2.498,2.500,3.936,2.500
20251231T165203,5.674,  4.0, 85.0,2.527,2.554,3.834,2.544
20251231T165204,5.736,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165205,5.745,  4.0, 85.0,2.527,2.554,3.834,2.544
20251231T165206,5.771,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165207,5.789,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165209,5.666,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165210,5.683,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165211,5.780,  4.0, 85.0,2.498,2.500,3.931,2.495
20251231T165212,5.736,  4.0, 85.0,2.522,2.544,3.821,2.539
20251231T165213,5.859,  4.0, 85.0,2.498,2.500,3.931,2.495
20251231T165214,5.868,  4.0, 85.0,2.522,2.544,3.816,2.539
20251231T165215,5.683,  4.0, 85.0,2.498,2.500,3.931,2.495
20251231T165216,5.798,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165217,5.806,  4.0, 85.0,2.498,2.500,3.931,2.495
20251231T165219,5.666,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165220,5.701,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165221,5.745,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165222,5.701,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165223,5.745,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165224,5.666,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165225,5.850,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165226,5.727,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165227,5.718,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165229,5.745,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165230,5.754,  4.0, 85.0,2.527,2.554,3.824,2.544
20251231T165231,5.780,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165232,5.833,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165233,5.718,  4.0, 85.0,2.498,2.500,3.931,2.500
20251231T165234,5.718,  4.0, 85.0,2.527,2.554,3.829,2.544
20251231T165235,5.762,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165236,5.657,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165237,5.701,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165239,5.771,  4.0, 85.0,2.532,2.564,3.841,2.554
20251231T165240,5.683,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165241,5.771,  4.0, 85.0,2.532,2.564,3.841,2.554
20251231T165242,5.674,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165243,5.789,  4.0, 85.0,2.532,2.564,3.841,2.554
20251231T165244,5.683,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165245,5.824,  4.0, 85.0,2.532,2.564,3.841,2.554
20251231T165246,5.754,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165247,5.771,  4.0, 85.0,2.537,2.569,3.848,2.559
20251231T165249,5.762,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165250,5.701,  4.0, 85.0,2.537,2.569,3.848,2.559
20251231T165251,5.736,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165252,5.762,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165253,5.648,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165254,5.639,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165255,5.842,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165256,5.780,  4.0, 85.0,2.532,2.564,3.841,2.554
20251231T165257,5.630,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165259,5.736,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165300,5.657,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165301,5.754,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165302,5.727,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165303,5.683,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165304,5.639,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165305,5.850,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165306,5.842,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165307,5.833,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165308,5.657,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165310,5.754,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165311,5.745,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165312,5.718,  4.0, 85.0,2.527,2.554,3.824,2.544
20251231T165313,5.780,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165314,5.754,  4.0, 85.0,2.532,2.559,3.831,2.549
20251231T165315,5.833,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165316,5.780,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165317,5.762,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165318,5.780,  4.0, 85.0,2.532,2.564,3.836,2.554
20251231T165320,5.754,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165321,5.727,  4.0, 85.0,2.532,2.559,3.831,2.549
20251231T165322,5.859,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165323,5.850,  4.0, 85.0,2.527,2.554,3.819,2.544
20251231T165324,5.657,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165325,5.648,  4.0, 85.0,2.527,2.549,3.814,2.539
20251231T165326,5.666,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165327,5.771,  4.0, 85.0,2.527,2.554,3.819,2.544
20251231T165328,5.859,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165330,5.877,  4.0, 85.0,2.532,2.559,3.831,2.549
20251231T165331,5.833,  4.0, 85.0,2.498,2.500,3.926,2.500
20251231T165332,5.780,  4.0, 85.0,2.532,2.559,3.831,2.549
20251231T165333,5.789,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165334,5.674,  4.0, 85.0,2.527,2.554,3.824,2.544
20251231T165335,5.877,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165336,5.771,  4.0, 85.0,2.498,2.495,3.755,2.490
20251231T165337,5.806,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165338,5.824,  4.0, 85.0,2.488,2.480,3.740,2.480
20251231T165340,5.630,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165341,5.780,  4.0, 85.0,2.493,2.490,3.748,2.485
20251231T165342,5.806,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165343,5.710,  4.0, 85.0,2.488,2.476,3.735,2.471
20251231T165344,5.868,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165345,5.736,  4.0, 85.0,2.478,2.461,3.706,2.461
20251231T165346,5.745,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165347,5.754,  4.0, 85.0,2.488,2.480,3.740,2.480
20251231T165348,5.648,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165350,5.630,  4.0, 85.0,2.488,2.480,3.740,2.480
20251231T165351,5.718,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165352,5.701,  4.0, 85.0,2.488,2.480,3.740,2.480
20251231T165353,5.824,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165354,5.833,  4.0, 85.0,2.488,2.480,3.740,2.480
20251231T165355,5.692,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165356,5.886,  4.0, 85.0,2.488,2.480,3.735,2.480
20251231T165357,5.859,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165358,5.683,  4.0, 85.0,2.488,2.476,3.735,2.476
20251231T165400,5.666,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165401,5.622,  4.0, 85.0,2.483,2.471,3.723,2.471
20251231T165402,5.736,  4.0, 85.0,2.498,2.500,3.926,2.495
20251231T165403,5.780,  4.0, 85.0,2.483,2.471,3.723,2.471
20251231T165404,5.657,  4.0, 85.0,2.498,2.500,3.926,2.495
