dt,bat_v,dht_t,dht_h,ref_v,out_v,therm_v,in_v
20251231T183428,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183429,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183430,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183431,6.387,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183433,6.352,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183434,6.290,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183435,6.202,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183436,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183437,6.493,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183438,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183439,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183440,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183442,6.264,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183443,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183444,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183445,6.282,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183446,6.246,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183447,6.396,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183448,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183449,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183450,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183452,6.449,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183453,6.273,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183454,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183455,6.317,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183456,6.308,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183457,6.475,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183458,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183459,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183500,6.211,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183502,6.343,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183503,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183504,6.317,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183505,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183506,6.405,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183507,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183508,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183509,6.264,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183510,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183512,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183513,6.211,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183514,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183515,6.343,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183516,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183517,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183518,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183519,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183520,6.220,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183522,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183523,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183524,6.290,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183525,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183526,6.299,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183527,6.229,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183528,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183529,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183530,6.431,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183532,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183533,6.273,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183534,6.255,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183535,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183536,6.387,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183537,6.238,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183538,6.220,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183539,6.352,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183540,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183542,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183543,6.246,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183544,6.290,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183545,6.264,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183546,6.484,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183547,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183548,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183549,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183550,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183552,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183553,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183554,6.282,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183555,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183556,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183557,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183558,6.308,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183559,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183600,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183602,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183603,6.449,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183604,6.352,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183605,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183606,6.238,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183607,6.220,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183608,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183609,6.475,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183610,6.229,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183612,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183613,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183614,6.484,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183615,6.238,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183616,6.378,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183617,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183618,6.246,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183619,6.510,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183621,6.387,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183622,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183623,6.220,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183624,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183625,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183626,6.422,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183627,6.317,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183628,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183629,6.255,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183631,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183632,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183633,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183634,6.273,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183635,6.211,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183636,6.431,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183637,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183638,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183639,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183641,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183642,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183643,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183644,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183645,6.396,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183646,6.220,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183647,6.290,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183648,6.326,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183649,6.405,  0.0, 86.0,2.522,2.544,3.713,2.539
20251231T183651,6.308,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183652,6.387,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183653,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183654,6.194,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183655,6.299,  0.0, 86.0,2.498,2.500,3.750,2.500
20251231T183656,6.334,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183657,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183658,6.343,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183659,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183701,6.282,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183702,6.229,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183703,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183704,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183705,6.475,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183706,6.510,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183707,6.457,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183708,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183709,6.202,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183711,6.211,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183712,6.361,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183713,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183714,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183715,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183716,6.246,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183717,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183718,6.413,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183719,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183721,6.317,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183722,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183723,6.361,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183724,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183725,6.484,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183726,6.299,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183727,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183728,6.334,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183729,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183731,6.449,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183732,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183733,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183734,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183735,6.484,  0.0, 86.0,2.502,2.505,3.762,2.505
20251231T183736,6.211,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183737,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183738,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183739,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183741,6.255,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183742,6.238,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183743,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183744,6.466,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183745,6.308,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183746,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183747,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183748,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183749,6.238,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183751,6.317,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183752,6.194,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183753,6.475,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183754,6.334,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183755,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183756,6.352,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183757,6.282,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183758,6.229,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183759,6.352,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183801,6.326,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183802,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183803,6.308,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183804,6.457,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183805,6.378,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183806,6.370,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183807,6.308,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183808,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183809,6.370,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183811,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183812,6.334,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183813,6.255,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183814,6.255,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183815,6.308,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183816,6.343,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183817,6.422,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183818,6.405,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183820,6.264,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183821,6.370,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183822,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183823,6.493,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183824,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183825,6.273,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183826,6.378,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183827,6.440,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183828,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183830,6.264,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183831,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183832,6.299,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183833,6.343,  0.0, 86.0,2.502,2.505,3.762,2.505
20251231T183834,6.413,  0.0, 86.0,2.522,2.549,3.718,2.539
20251231T183835,6.211,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183836,6.484,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183837,6.405,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183838,6.387,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183840,6.457,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183841,6.361,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183842,6.387,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183843,6.282,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183844,6.413,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183845,6.466,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183846,6.361,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183847,6.308,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183848,6.396,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183850,6.405,  0.0, 86.0,2.522,2.544,3.718,2.539
20251231T183851,6.326,  0.0, 86.0,2.498,2.500,3.755,2.500
20251231T183852,6.317,  0.0, 86.0,2.522,2.549,3.723,2.539
20251231T183853,6.185,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183854,6.370,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183855,6.361,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183856,6.343,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183857,6.299,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183858,6.273,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183900,6.229,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183901,6.220,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183902,6.449,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183903,6.317,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183904,6.361,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183905,6.220,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183906,6.255,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183907,6.387,  0.0, 86.0,2.522,2.549,3.723,2.539
20251231T183908,6.440,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183910,6.378,  0.0, 86.0,2.522,2.549,3.723,2.539
20251231T183911,6.246,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183912,6.440,  0.0, 86.0,2.522,2.544,3.723,2.539
20251231T183913,6.202,  0.0, 86.0,2.498,2.500,3.760,2.500
20251231T183914,6.334,  0.0, 86.0,2.522,2.549,3.723,2.539
20251231T183915,6.202,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183916,6.264,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183917,6.361,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183918,6.299,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T183920,6.440,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183921,6.431,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183922,6.431,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183923,6.343,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183924,6.255,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183925,6.229,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183926,6.290,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183927,6.264,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183928,6.299,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183930,6.343,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T183931,6.378,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183932,6.308,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183933,6.220,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183934,6.220,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183935,6.370,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183936,6.326,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183937,6.211,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183938,6.387,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183940,6.466,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183941,6.326,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183942,6.352,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183943,6.387,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183944,6.343,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183945,6.282,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T183946,6.229,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183947,6.202,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T183948,6.352,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183950,6.264,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183951,6.334,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183952,6.343,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T183953,6.422,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183954,6.413,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T183955,6.378,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183956,6.361,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T183957,6.264,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T183958,6.370,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T184000,6.387,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184001,6.317,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T184002,6.352,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184003,6.457,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T184004,6.405,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184005,6.484,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T184006,6.343,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184007,6.246,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T184008,6.352,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184010,6.194,  0.0, 86.0,2.522,2.549,3.728,2.539
20251231T184011,6.308,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184012,6.220,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T184013,6.308,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184014,6.343,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184015,6.422,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184016,6.352,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184017,6.211,  0.0, 86.0,2.498,2.500,3.765,2.500
20251231T184019,6.396,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T184020,6.317,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184021,6.299,  0.0, 86.0,2.522,2.544,3.728,2.539
20251231T184022,6.405,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184023,6.361,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184024,6.290,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184025,6.449,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184026,6.299,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184027,6.334,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184029,6.299,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184030,6.290,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184031,6.361,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184032,6.211,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184033,6.334,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184034,6.352,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184035,6.273,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184036,6.370,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184037,6.255,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184039,6.378,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184040,6.343,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184041,6.246,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184042,6.229,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184043,6.273,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184044,6.317,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184045,6.352,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184046,6.273,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184047,6.378,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184049,6.413,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184050,6.370,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184051,6.299,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184052,6.211,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184053,6.334,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184054,6.246,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184055,6.449,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184056,6.264,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184057,6.440,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184059,6.282,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184100,6.466,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184101,6.290,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184102,6.370,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184103,6.194,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184104,6.387,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184105,6.220,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184106,6.370,  0.0, 86.0,2.502,2.505,3.777,2.505
20251231T184107,6.185,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184109,6.449,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184110,6.370,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184111,6.246,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184112,6.317,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184113,6.317,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184114,6.466,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184115,6.396,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184116,6.308,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184117,6.220,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184119,6.387,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184120,6.246,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184121,6.246,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184122,6.255,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184123,6.255,  0.0, 86.0,2.522,2.544,3.732,2.539
20251231T184124,6.466,  0.0, 86.0,2.498,2.500,3.770,2.500
20251231T184125,6.308,  0.0, 86.0,2.522,2.549,3.732,2.539
20251231T184126,6.387,  0.0, 86.0,2.498,2.500,3.770,2.500
