dt,bat_v,dht_h,dht_t,ref_v,therm_v,out_v,in_v
20251224T131750,5.340, 21.0, 26.0,2.478,4.282,2.483,2.488
20251224T131751,5.270, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131753,5.261, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131754,5.252, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131756,5.411, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131758,5.261, 21.0, 26.0,2.478,4.282,2.483,2.488
20251224T131759,5.358, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131801,5.340, 21.0, 26.0,2.483,4.282,2.483,2.488
20251224T131803,5.428, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131804,5.305, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131806,5.411, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131807,5.279, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131809,5.287, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131811,5.340, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131812,5.358, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131814,5.393, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131815,5.349, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131817,5.411, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131819,5.384, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131820,5.446, 21.0, 26.0,2.483,4.277,2.488,2.488
20251224T131822,5.331, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131823,5.384, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131825,5.375, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131827,5.340, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131828,5.314, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131830,5.270, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131831,5.243, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131833,5.358, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131835,5.331, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131836,5.419, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131838,5.437, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131839,5.331, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131841,5.323, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131843,5.393, 21.0, 26.0,2.478,4.277,2.488,2.488
20251224T131844,5.411, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131846,5.296, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131847,5.261, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131849,5.287, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131851,5.375, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131852,5.384, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131854,5.349, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131855,5.331, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131857,5.340, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131859,5.243, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131900,5.314, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131902,5.287, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131903,5.305, 21.0, 26.0,2.483,4.272,2.483,2.493
20251224T131905,5.419, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131907,5.349, 21.0, 26.0,2.483,4.272,2.483,2.493
20251224T131908,5.279, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131910,5.323, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131911,5.314, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131913,5.349, 21.0, 26.0,2.483,4.272,2.483,2.483
20251224T131915,5.331, 21.0, 26.0,2.478,4.272,2.488,2.488
20251224T131916,5.411, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131918,5.358, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131919,5.314, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131921,5.279, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131923,5.296, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131924,5.305, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131926,5.393, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131927,5.340, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131929,5.393, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131931,5.261, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131932,5.331, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131934,5.358, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131935,5.270, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131937,5.261, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131939,5.411, 21.0, 26.0,2.478,4.272,2.488,2.488
20251224T131940,5.323, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131942,5.419, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131943,5.314, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131945,5.314, 21.0, 26.0,2.483,4.267,2.483,2.488
20251224T131947,5.314, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131948,5.287, 21.0, 26.0,2.483,4.272,2.483,2.488
20251224T131950,5.261, 21.0, 26.0,2.478,4.272,2.483,2.488
20251224T131951,5.287, 20.0, 25.0,2.478,4.267,2.483,2.488
20251224T131953,5.287, 20.0, 25.0,2.478,4.267,2.483,2.488
20251224T131955,5.419, 20.0, 25.0,2.483,4.272,2.483,2.488
20251224T131956,5.270, 20.0, 25.0,2.483,4.272,2.483,2.488
20251224T131958,5.314, 20.0, 25.0,2.483,4.267,2.483,2.488
20251224T132000,5.384, 20.0, 25.0,2.478,4.272,2.483,2.488
20251224T132001,5.287, 20.0, 25.0,2.483,4.272,2.483,2.488
20251224T132003,5.340, 20.0, 25.0,2.483,4.267,2.483,2.488
20251224T132004,5.314, 20.0, 25.0,2.483,4.267,2.483,2.488
20251224T132006,5.367, 20.0, 25.0,2.483,4.267,2.483,2.488
20251224T132008,5.331, 20.0, 25.0,2.483,4.272,2.483,2.488
20251224T132009,5.437, 20.0, 25.0,2.483,4.267,2.483,2.488
20251224T132011,5.287, 20.0, 25.0,2.483,4.272,2.483,2.488
20251224T132012,5.375, 20.0, 25.0,2.483,4.267,2.483,2.488
20251224T132014,5.314, 20.0, 26.0,2.483,4.267,2.483,2.488
20251224T132016,5.323, 20.0, 26.0,2.483,4.267,2.483,2.488
20251224T132017,5.270, 20.0, 26.0,2.478,4.267,2.483,2.488
20251224T132019,5.349, 20.0, 26.0,2.478,4.267,2.483,2.488
20251224T132020,5.287, 20.0, 26.0,2.483,4.272,2.483,2.488
20251224T132022,5.252, 20.0, 26.0,2.483,4.272,2.483,2.488
20251224T132024,5.411, 20.0, 26.0,2.483,4.267,2.483,2.488
20251224T132025,5.287, 20.0, 26.0,2.483,4.267,2.483,2.488
20251224T132027,5.340, 20.0, 26.0,2.483,4.272,2.483,2.488
20251224T132028,5.296, 20.0, 26.0,2.483,4.272,2.483,2.488
20251224T132030,5.349, 20.0, 26.0,2.483,4.267,2.483,2.488
20251224T132032,5.279, 20.0, 26.0,2.478,4.272,2.483,2.488
20251224T132033,5.305, 20.0, 26.0,2.483,4.272,2.488,2.488
20251224T132035,5.314, 20.0, 26.0,2.483,4.267,2.483,2.488
20251224T132036,5.305, 20.0, 27.0,2.483,4.272,2.483,2.488
20251224T132038,5.384, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132040,5.375, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132041,5.314, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132043,5.279, 20.0, 27.0,2.483,4.272,2.488,2.488
20251224T132044,5.270, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132046,5.296, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132048,5.402, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132049,5.393, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132051,5.287, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132052,5.411, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132054,5.287, 20.0, 27.0,2.483,4.272,2.483,2.488
20251224T132056,5.305, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132057,5.314, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132059,5.314, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132100,5.252, 20.0, 27.0,2.483,4.272,2.483,2.488
20251224T132102,5.358, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132104,5.323, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132105,5.305, 20.0, 27.0,2.478,4.267,2.483,2.483
20251224T132107,5.367, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132108,5.402, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132110,5.349, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132112,5.367, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132113,5.261, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132115,5.358, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132116,5.296, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132118,5.314, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132120,5.340, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132121,5.340, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132123,5.402, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132124,5.375, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132126,5.331, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132128,5.323, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132129,5.279, 20.0, 27.0,2.478,4.267,2.483,2.483
20251224T132131,5.358, 20.0, 27.0,2.483,4.267,2.483,2.488
20251224T132132,5.402, 20.0, 27.0,2.478,4.267,2.483,2.488
20251224T132134,5.296, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132136,5.393, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132137,5.243, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132139,5.305, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132140,5.367, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132142,5.305, 19.0, 27.0,2.483,4.267,2.488,2.488
20251224T132144,5.287, 19.0, 27.0,2.478,4.267,2.488,2.488
20251224T132145,5.252, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132147,5.296, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132149,5.428, 19.0, 27.0,2.483,4.267,2.488,2.488
20251224T132150,5.287, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132152,5.358, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132153,5.261, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132155,5.287, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132157,5.314, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132158,5.261, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132200,5.287, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132201,5.323, 19.0, 27.0,2.478,4.267,2.488,2.488
20251224T132203,5.243, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132205,5.243, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132206,5.226, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132208,5.375, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132209,5.252, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132211,5.235, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132213,5.296, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132214,5.296, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132216,5.340, 19.0, 27.0,2.478,4.267,2.483,2.488
20251224T132217,5.296, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132219,5.235, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132221,5.331, 19.0, 27.0,2.483,4.267,2.488,2.488
20251224T132222,5.279, 19.0, 27.0,2.483,4.267,2.483,2.488
20251224T132224,5.411, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132226,5.402, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132227,5.261, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132229,5.375, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132230,5.367, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132232,5.296, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132234,5.331, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132235,5.340, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132237,5.279, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132238,5.279, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132240,5.314, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132242,5.296, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132243,5.235, 19.0, 28.0,2.483,4.267,2.488,2.488
20251224T132245,5.314, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132246,5.261, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132248,5.323, 19.0, 28.0,2.483,4.262,2.488,2.488
20251224T132250,5.252, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132251,5.384, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132253,5.279, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132254,5.287, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132256,5.402, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132258,5.279, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132259,5.287, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132301,5.393, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132302,5.314, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132304,5.428, 19.0, 28.0,2.483,4.267,2.483,2.488
20251224T132306,5.340, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132307,5.384, 19.0, 29.0,2.483,4.267,2.488,2.483
20251224T132309,5.367, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132311,5.331, 19.0, 29.0,2.478,4.267,2.488,2.488
20251224T132312,5.287, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132314,5.305, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132315,5.331, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132317,5.331, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132319,5.411, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132320,5.305, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132322,5.261, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132323,5.287, 19.0, 29.0,2.483,4.267,2.488,2.488
20251224T132325,5.331, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132327,5.375, 19.0, 29.0,2.483,4.267,2.488,2.483
20251224T132328,5.323, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132330,5.331, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132331,5.375, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132333,5.323, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132335,5.402, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132336,5.270, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132338,5.428, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132339,5.314, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132341,5.349, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132343,5.252, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132344,5.323, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132346,5.428, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132347,5.279, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132349,5.402, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132351,5.331, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132352,5.349, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132354,5.331, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132355,5.270, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132357,5.270, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132359,5.314, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132400,5.279, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132402,5.340, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132403,5.393, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132405,5.252, 19.0, 29.0,2.478,4.267,2.483,2.488
20251224T132407,5.314, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132408,5.402, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132410,5.402, 19.0, 29.0,2.483,4.267,2.483,2.488
20251224T132411,5.331, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132413,5.296, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132415,5.384, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132416,5.323, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132418,5.252, 19.0, 29.0,2.478,4.262,2.488,2.488
20251224T132420,5.296, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132421,5.340, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132423,5.375, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132424,5.296, 19.0, 29.0,2.483,4.262,2.483,2.483
20251224T132426,5.419, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132428,5.340, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132429,5.331, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132431,5.331, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132432,5.270, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132434,5.305, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132436,5.305, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132437,5.261, 19.0, 30.0,2.478,4.262,2.488,2.488
20251224T132439,5.279, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132440,5.235, 19.0, 30.0,2.478,4.262,2.483,2.483
20251224T132442,5.314, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132444,5.314, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132445,5.296, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132447,5.305, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132448,5.340, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132450,5.358, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132452,5.358, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132453,5.287, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132455,5.314, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132456,5.402, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132458,5.428, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132500,5.305, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132501,5.340, 19.0, 30.0,2.478,4.262,2.483,2.488
20251224T132503,5.243, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132504,5.358, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132506,5.243, 19.0, 30.0,2.478,4.257,2.483,2.488
20251224T132508,5.393, 19.0, 30.0,2.483,4.262,2.488,2.488
20251224T132509,5.305, 19.0, 30.0,2.478,4.257,2.483,2.488
20251224T132511,5.252, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132512,5.340, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132514,5.428, 19.0, 30.0,2.483,4.257,2.483,2.488
20251224T132516,5.296, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132517,5.393, 19.0, 30.0,2.483,4.262,2.483,2.488
20251224T132519,5.402, 19.0, 30.0,2.483,4.257,2.483,2.488
20251224T132521,5.393, 19.0, 30.0,2.483,4.257,2.483,2.488
20251224T132522,5.331, 19.0, 30.0,2.483,4.257,2.483,2.488
20251224T132524,5.393, 18.0, 30.0,2.478,4.257,2.483,2.483
20251224T132525,5.252, 19.0, 30.0,2.478,4.257,2.483,2.488
20251224T132527,5.323, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132529,5.314, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132530,5.314, 18.0, 30.0,2.478,4.257,2.483,2.488
20251224T132532,5.331, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132533,5.261, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132535,5.252, 18.0, 30.0,2.478,4.257,2.483,2.488
20251224T132537,5.314, 18.0, 31.0,2.478,4.257,2.483,2.488
20251224T132538,5.411, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132540,5.402, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132541,5.243, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132543,5.314, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132545,5.323, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132546,5.384, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132548,5.261, 18.0, 31.0,2.483,4.257,2.483,2.488
20251224T132549,5.243, 18.0, 31.0,2.478,4.257,2.483,2.488
20251224T132551,5.340, 18.0, 31.0,2.478,4.257,2.483,2.488
20251224T132553,5.323, 18.0, 31.0,2.478,4.257,2.483,2.488
20251224T132554,5.402, 18.0, 31.0,2.483,4.257,2.483,2.488
20251224T132556,5.314, 18.0, 31.0,2.483,4.257,2.483,2.488
20251224T132557,5.287, 18.0, 31.0,2.478,4.257,2.483,2.488
20251224T132559,5.296, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132601,5.305, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132602,5.393, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132604,5.419, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132605,5.261, 18.0, 30.0,2.478,4.257,2.483,2.488
20251224T132607,5.411, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132609,5.314, 18.0, 30.0,2.483,4.257,2.483,2.488
20251224T132610,5.340, 18.0, 30.0,2.478,4.262,2.488,2.488
20251224T132612,5.252, 18.0, 30.0,2.478,4.262,2.483,2.488
20251224T132613,5.411, 18.0, 30.0,2.478,4.262,2.483,2.488
20251224T132615,5.340, 18.0, 30.0,2.483,4.262,2.483,2.488
20251224T132617,5.411, 18.0, 30.0,2.483,4.262,2.483,2.488
20251224T132618,5.323, 18.0, 30.0,2.478,4.262,2.483,2.488
20251224T132620,5.393, 18.0, 30.0,2.483,4.262,2.483,2.488
20251224T132622,5.411, 18.0, 29.0,2.483,4.262,2.483,2.488
20251224T132623,5.367, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132625,5.243, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132626,5.331, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132628,5.270, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132630,5.287, 19.0, 29.0,2.483,4.262,2.488,2.488
20251224T132631,5.314, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132633,5.323, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132634,5.305, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132636,5.296, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132638,5.305, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132639,5.411, 19.0, 29.0,2.483,4.262,2.488,2.488
20251224T132641,5.296, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132642,5.331, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132644,5.358, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132646,5.428, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132647,5.323, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132649,5.252, 19.0, 29.0,2.478,4.262,2.483,2.488
20251224T132650,5.411, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132652,5.305, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132654,5.252, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132655,5.402, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132657,5.340, 19.0, 29.0,2.483,4.262,2.483,2.488
20251224T132658,5.314, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132700,5.384, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132702,5.252, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132703,5.428, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132705,5.323, 19.0, 28.0,2.483,4.262,2.488,2.488
20251224T132706,5.323, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132708,5.279, 19.0, 28.0,2.483,4.257,2.483,2.488
20251224T132710,5.270, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132711,5.331, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132713,5.252, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132714,5.314, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132716,5.243, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132718,5.296, 19.0, 28.0,2.483,4.262,2.483,2.483
20251224T132719,5.314, 19.0, 28.0,2.478,4.262,2.488,2.488
20251224T132721,5.314, 19.0, 28.0,2.483,4.262,2.488,2.488
20251224T132722,5.367, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132724,5.243, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132726,5.402, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132727,5.243, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132729,5.261, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132731,5.314, 19.0, 28.0,2.478,4.262,2.483,2.488
20251224T132732,5.296, 19.0, 27.0,2.483,4.262,2.483,2.488
20251224T132734,5.252, 19.0, 28.0,2.483,4.262,2.483,2.488
20251224T132735,5.323, 19.0, 27.0,2.483,4.262,2.483,2.488
20251224T132737,5.393, 19.0, 27.0,2.483,4.262,2.483,2.488
20251224T132739,5.305, 19.0, 27.0,2.478,4.262,2.483,2.488
20251224T132740,5.393, 19.0, 27.0,2.483,4.262,2.483,2.488
20251224T132742,5.279, 19.0, 27.0,2.483,4.262,2.483,2.488
20251224T132743,5.305, 19.0, 27.0,2.478,4.262,2.483,2.488
20251224T132745,5.261, 19.0, 27.0,2.483,4.262,2.483,2.488
20251224T132747,5.384, 20.0, 27.0,2.478,4.262,2.483,2.488
20251224T132748,5.314, 20.0, 27.0,2.483,4.262,2.483,2.488
20251224T132750,5.340, 20.0, 27.0,2.483,4.262,2.483,2.488
20251224T132751,5.287, 20.0, 27.0,2.483,4.262,2.483,2.488
20251224T132753,5.340, 20.0, 27.0,2.483,4.262,2.483,2.488
