dt,bat_v,dht_h,dht_t,ref_v,therm_v,out_v,in_v
20251224T130745,5.349, 19.0, 27.0,2.483,4.311,2.483,2.488
20251224T130747,5.419, 19.0, 27.0,2.478,4.306,2.483,2.488
20251224T130749,5.437, 19.0, 27.0,2.483,4.306,2.483,2.488
20251224T130750,5.349, 19.0, 27.0,2.478,4.306,2.483,2.488
20251224T130752,5.375, 19.0, 27.0,2.483,4.311,2.483,2.488
20251224T130753,5.340, 19.0, 27.0,2.478,4.306,2.483,2.488
20251224T130755,5.314, 19.0, 27.0,2.478,4.306,2.483,2.488
20251224T130757,5.340, 19.0, 27.0,2.478,4.306,2.483,2.488
20251224T130758,5.358, 19.0, 27.0,2.478,4.311,2.483,2.488
20251224T130800,5.455, 19.0, 27.0,2.483,4.311,2.483,2.488
20251224T130801,5.323, 19.0, 27.0,2.483,4.311,2.483,2.488
20251224T130803,5.323, 19.0, 27.0,2.483,4.311,2.483,2.488
20251224T130805,5.367, 19.0, 27.0,2.478,4.311,2.483,2.488
20251224T130806,5.428, 19.0, 27.0,2.478,4.311,2.483,2.488
20251224T130808,5.349, 19.0, 27.0,2.483,4.311,2.483,2.488
20251224T130809,5.331, 19.0, 28.0,2.478,4.311,2.483,2.488
20251224T130811,5.314, 19.0, 28.0,2.478,4.311,2.483,2.488
20251224T130813,5.349, 19.0, 28.0,2.478,4.311,2.483,2.483
20251224T130814,5.314, 19.0, 28.0,2.478,4.311,2.483,2.488
20251224T130816,5.296, 19.0, 28.0,2.478,4.311,2.483,2.488
20251224T130817,5.349, 19.0, 28.0,2.478,4.311,2.488,2.488
20251224T130819,5.375, 19.0, 28.0,2.483,4.311,2.483,2.488
20251224T130821,5.384, 19.0, 28.0,2.483,4.311,2.483,2.488
20251224T130822,5.331, 19.0, 28.0,2.478,4.316,2.483,2.488
20251224T130824,5.375, 19.0, 28.0,2.483,4.316,2.483,2.488
20251224T130825,5.446, 19.0, 28.0,2.483,4.316,2.483,2.488
20251224T130827,5.323, 19.0, 28.0,2.478,4.316,2.483,2.488
20251224T130829,5.411, 19.0, 28.0,2.483,4.316,2.483,2.488
20251224T130830,5.314, 19.0, 28.0,2.483,4.311,2.483,2.488
20251224T130832,5.455, 19.0, 29.0,2.483,4.316,2.483,2.488
20251224T130833,5.340, 19.0, 29.0,2.483,4.316,2.483,2.488
20251224T130835,5.349, 19.0, 28.0,2.478,4.311,2.483,2.488
20251224T130837,5.305, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130838,5.358, 19.0, 29.0,2.478,4.316,2.483,2.488
20251224T130840,5.323, 19.0, 29.0,2.478,4.316,2.483,2.488
20251224T130841,5.296, 19.0, 29.0,2.478,4.316,2.483,2.488
20251224T130843,5.367, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130845,5.446, 19.0, 29.0,2.478,4.316,2.483,2.488
20251224T130846,5.358, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130848,5.296, 19.0, 29.0,2.478,4.316,2.483,2.488
20251224T130849,5.305, 19.0, 29.0,2.483,4.316,2.483,2.488
20251224T130851,5.287, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130853,5.437, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130854,5.331, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130856,5.358, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130858,5.323, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130859,5.314, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130901,5.305, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130902,5.287, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130904,5.358, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130906,5.331, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130907,5.446, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130909,5.270, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130910,5.375, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130912,5.375, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130914,5.358, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130915,5.367, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130917,5.296, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130918,5.446, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130920,5.340, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130922,5.314, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130923,5.287, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130925,5.402, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130926,5.331, 19.0, 29.0,2.478,4.311,2.483,2.488
20251224T130928,5.331, 19.0, 29.0,2.483,4.311,2.483,2.488
20251224T130930,5.331, 19.0, 29.0,2.478,4.306,2.483,2.488
20251224T130931,5.375, 19.0, 29.0,2.483,4.306,2.483,2.488
20251224T130933,5.340, 19.0, 29.0,2.478,4.306,2.483,2.488
20251224T130934,5.375, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130936,5.296, 18.0, 29.0,2.478,4.306,2.483,2.488
20251224T130938,5.437, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130939,5.402, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130941,5.279, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130942,5.296, 18.0, 29.0,2.483,4.306,2.483,2.488
20251224T130944,5.455, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T130946,5.455, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130947,5.305, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130949,5.296, 18.0, 29.0,2.483,4.306,2.483,2.488
20251224T130950,5.367, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130952,5.340, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130954,5.349, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T130955,5.367, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T130957,5.393, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T130958,5.367, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131000,5.314, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131002,5.340, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131003,5.287, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131005,5.358, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T131006,5.287, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131008,5.340, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131010,5.305, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131011,5.261, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131013,5.358, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T131014,5.349, 18.0, 29.0,2.478,4.316,2.483,2.488
20251224T131016,5.358, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T131018,5.393, 18.0, 29.0,2.483,4.311,2.483,2.488
20251224T131019,5.367, 18.0, 29.0,2.478,4.316,2.483,2.488
20251224T131021,5.340, 18.0, 29.0,2.478,4.311,2.483,2.488
20251224T131022,5.446, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131024,5.428, 18.0, 29.0,2.483,4.316,2.483,2.488
20251224T131026,5.358, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131027,5.314, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131029,5.305, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131030,5.323, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131032,5.331, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131034,5.296, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131035,5.367, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131037,5.349, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131038,5.349, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131040,5.323, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131042,5.287, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131043,5.270, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131045,5.428, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131046,5.331, 18.0, 30.0,2.478,4.311,2.483,2.483
20251224T131048,5.323, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131050,5.375, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131051,5.358, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131053,5.358, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131055,5.331, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131056,5.437, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131058,5.261, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131059,5.323, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131101,5.323, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131103,5.331, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131104,5.279, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131106,5.314, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131107,5.419, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131109,5.437, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131111,5.305, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131112,5.340, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131114,5.323, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131115,5.305, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131117,5.393, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131119,5.270, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131120,5.279, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131122,5.375, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131123,5.305, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131125,5.270, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131127,5.261, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131128,5.296, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131130,5.411, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131131,5.305, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131133,5.314, 18.0, 30.0,2.478,4.316,2.483,2.488
20251224T131135,5.279, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131136,5.437, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131138,5.358, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131139,5.279, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131141,5.279, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131143,5.323, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131144,5.358, 18.0, 30.0,2.483,4.316,2.483,2.488
20251224T131146,5.323, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131147,5.437, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131149,5.287, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131151,5.419, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131152,5.323, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131154,5.305, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131155,5.367, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131157,5.349, 18.0, 30.0,2.478,4.311,2.483,2.488
20251224T131159,5.349, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131200,5.428, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131202,5.358, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131203,5.402, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131205,5.314, 18.0, 30.0,2.478,4.306,2.483,2.488
20251224T131207,5.270, 18.0, 30.0,2.483,4.306,2.483,2.488
20251224T131208,5.323, 18.0, 30.0,2.483,4.306,2.483,2.488
20251224T131210,5.402, 18.0, 30.0,2.483,4.311,2.483,2.488
20251224T131211,5.270, 18.0, 30.0,2.483,4.306,2.483,2.488
20251224T131213,5.340, 18.0, 30.0,2.483,4.306,2.483,2.488
20251224T131215,5.261, 18.0, 30.0,2.478,4.306,2.483,2.488
20251224T131216,5.323, 18.0, 31.0,2.478,4.306,2.483,2.488
20251224T131218,5.279, 18.0, 30.0,2.483,4.306,2.483,2.488
20251224T131219,5.323, 18.0, 30.0,2.478,4.306,2.483,2.488
20251224T131221,5.305, 18.0, 31.0,2.478,4.306,2.483,2.488
20251224T131223,5.340, 18.0, 30.0,2.483,4.301,2.483,2.488
20251224T131224,5.323, 18.0, 31.0,2.478,4.306,2.483,2.488
20251224T131226,5.340, 18.0, 30.0,2.483,4.301,2.483,2.488
20251224T131227,5.314, 18.0, 31.0,2.478,4.301,2.483,2.488
20251224T131229,5.340, 18.0, 31.0,2.478,4.301,2.483,2.488
20251224T131231,5.367, 18.0, 31.0,2.478,4.301,2.483,2.488
20251224T131232,5.419, 18.0, 31.0,2.478,4.301,2.483,2.488
20251224T131234,5.411, 18.0, 31.0,2.478,4.301,2.483,2.488
20251224T131235,5.358, 18.0, 31.0,2.483,4.301,2.483,2.488
20251224T131237,5.393, 18.0, 31.0,2.483,4.301,2.483,2.488
20251224T131239,5.252, 18.0, 31.0,2.478,4.301,2.483,2.488
20251224T131240,5.349, 18.0, 30.0,2.483,4.301,2.483,2.488
20251224T131242,5.375, 18.0, 30.0,2.478,4.296,2.483,2.488
20251224T131244,5.340, 18.0, 31.0,2.483,4.301,2.483,2.488
20251224T131245,5.384, 18.0, 31.0,2.483,4.301,2.483,2.488
20251224T131247,5.428, 18.0, 31.0,2.483,4.301,2.483,2.488
20251224T131248,5.402, 18.0, 31.0,2.483,4.296,2.483,2.488
20251224T131250,5.428, 18.0, 31.0,2.478,4.296,2.483,2.488
20251224T131252,5.340, 18.0, 30.0,2.483,4.296,2.483,2.488
20251224T131253,5.411, 18.0, 31.0,2.483,4.296,2.483,2.488
20251224T131255,5.270, 18.0, 31.0,2.483,4.296,2.483,2.488
20251224T131256,5.287, 18.0, 30.0,2.483,4.296,2.483,2.488
20251224T131258,5.358, 18.0, 31.0,2.483,4.296,2.483,2.488
20251224T131300,5.261, 18.0, 30.0,2.483,4.296,2.483,2.488
20251224T131301,5.340, 18.0, 30.0,2.483,4.296,2.483,2.488
20251224T131303,5.305, 18.0, 30.0,2.478,4.296,2.483,2.488
20251224T131304,5.314, 18.0, 30.0,2.483,4.296,2.483,2.488
20251224T131306,5.402, 18.0, 30.0,2.478,4.296,2.483,2.488
20251224T131308,5.428, 18.0, 30.0,2.478,4.296,2.483,2.488
20251224T131309,5.393, 18.0, 30.0,2.483,4.291,2.483,2.488
20251224T131311,5.437, 18.0, 30.0,2.483,4.296,2.483,2.488
20251224T131312,5.375, 18.0, 30.0,2.483,4.291,2.483,2.488
20251224T131314,5.340, 18.0, 30.0,2.478,4.291,2.483,2.488
20251224T131316,5.340, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131317,5.349, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131319,5.411, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131320,5.393, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131322,5.349, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131324,5.296, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131325,5.314, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131327,5.358, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131328,5.358, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131330,5.331, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131332,5.428, 18.0, 31.0,2.483,4.291,2.488,2.488
20251224T131333,5.279, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131335,5.340, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131336,5.349, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131338,5.279, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131340,5.314, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131341,5.287, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131343,5.331, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131344,5.314, 18.0, 31.0,2.478,4.286,2.483,2.488
20251224T131346,5.296, 18.0, 31.0,2.483,4.286,2.483,2.488
20251224T131348,5.402, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131349,5.402, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131351,5.296, 18.0, 31.0,2.478,4.291,2.483,2.488
20251224T131352,5.402, 18.0, 31.0,2.483,4.291,2.483,2.488
20251224T131354,5.305, 18.0, 31.0,2.478,4.286,2.483,2.488
20251224T131356,5.384, 18.0, 31.0,2.483,4.286,2.483,2.488
20251224T131357,5.305, 18.0, 31.0,2.483,4.286,2.483,2.488
20251224T131359,5.296, 18.0, 31.0,2.483,4.286,2.483,2.488
20251224T131400,5.340, 18.0, 31.0,2.483,4.286,2.483,2.488
20251224T131402,5.270, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131404,5.287, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131405,5.305, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131407,5.340, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131408,5.367, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131410,5.287, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131412,5.419, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131413,5.349, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131415,5.287, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131416,5.323, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131418,5.349, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131420,5.419, 18.0, 30.0,2.483,4.286,2.483,2.493
20251224T131421,5.419, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131423,5.296, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131425,5.331, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131426,5.305, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131428,5.287, 18.0, 30.0,2.483,4.286,2.488,2.488
20251224T131429,5.358, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131431,5.358, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131433,5.287, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131434,5.411, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131436,5.349, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131437,5.358, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131439,5.279, 18.0, 30.0,2.483,4.286,2.483,2.488
20251224T131441,5.340, 18.0, 30.0,2.478,4.286,2.483,2.488
20251224T131442,5.296, 18.0, 29.0,2.478,4.286,2.483,2.488
20251224T131444,5.358, 18.0, 29.0,2.478,4.286,2.483,2.488
20251224T131445,5.358, 18.0, 29.0,2.478,4.286,2.483,2.488
20251224T131447,5.323, 18.0, 29.0,2.483,4.286,2.483,2.488
20251224T131449,5.323, 18.0, 29.0,2.483,4.286,2.483,2.488
20251224T131450,5.349, 18.0, 29.0,2.478,4.286,2.483,2.488
20251224T131452,5.287, 18.0, 29.0,2.478,4.291,2.483,2.488
20251224T131453,5.279, 18.0, 29.0,2.483,4.286,2.488,2.488
20251224T131455,5.340, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131457,5.349, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131458,5.296, 19.0, 29.0,2.478,4.286,2.483,2.488
20251224T131500,5.419, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131501,5.437, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131503,5.331, 19.0, 29.0,2.478,4.286,2.488,2.488
20251224T131505,5.270, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131506,5.340, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131508,5.358, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131509,5.305, 19.0, 29.0,2.478,4.286,2.483,2.488
20251224T131511,5.270, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131513,5.261, 19.0, 29.0,2.483,4.286,2.488,2.488
20251224T131514,5.437, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131516,5.296, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131517,5.270, 19.0, 29.0,2.478,4.286,2.483,2.488
20251224T131519,5.331, 19.0, 29.0,2.483,4.286,2.483,2.488
20251224T131521,5.349, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131522,5.296, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131524,5.305, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131525,5.419, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131527,5.358, 19.0, 28.0,2.478,4.286,2.483,2.488
20251224T131529,5.340, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131530,5.270, 19.0, 28.0,2.478,4.286,2.483,2.488
20251224T131532,5.340, 19.0, 28.0,2.483,4.282,2.483,2.488
20251224T131533,5.402, 19.0, 28.0,2.478,4.286,2.483,2.488
20251224T131535,5.279, 19.0, 28.0,2.478,4.286,2.483,2.488
20251224T131537,5.252, 19.0, 28.0,2.478,4.286,2.483,2.488
20251224T131538,5.252, 19.0, 28.0,2.478,4.286,2.483,2.488
20251224T131540,5.243, 19.0, 28.0,2.483,4.286,2.483,2.488
20251224T131541,5.402, 19.0, 28.0,2.483,4.282,2.483,2.488
20251224T131543,5.323, 19.0, 28.0,2.483,4.286,2.488,2.488
20251224T131545,5.419, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131546,5.437, 19.0, 27.0,2.478,4.282,2.483,2.488
20251224T131548,5.279, 19.0, 27.0,2.478,4.286,2.483,2.488
20251224T131549,5.340, 19.0, 28.0,2.483,4.282,2.483,2.488
20251224T131551,5.323, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131553,5.419, 19.0, 27.0,2.483,4.286,2.483,2.488
20251224T131554,5.340, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131556,5.349, 19.0, 27.0,2.478,4.282,2.483,2.488
20251224T131557,5.349, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131559,5.402, 19.0, 27.0,2.478,4.282,2.483,2.488
20251224T131601,5.279, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131602,5.305, 19.0, 27.0,2.478,4.282,2.488,2.488
20251224T131604,5.287, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131605,5.340, 19.0, 27.0,2.478,4.282,2.483,2.488
20251224T131607,5.323, 19.0, 27.0,2.478,4.282,2.483,2.488
20251224T131609,5.279, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131610,5.384, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131612,5.419, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131614,5.402, 19.0, 27.0,2.478,4.282,2.483,2.488
20251224T131615,5.358, 19.0, 27.0,2.483,4.282,2.483,2.488
20251224T131617,5.419, 20.0, 27.0,2.478,4.282,2.483,2.488
20251224T131618,5.437, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131620,5.323, 20.0, 27.0,2.483,4.282,2.483,2.488
20251224T131622,5.305, 20.0, 27.0,2.478,4.277,2.483,2.488
20251224T131623,5.279, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131625,5.331, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131626,5.331, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131628,5.331, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131630,5.270, 20.0, 27.0,2.478,4.277,2.483,2.488
20251224T131631,5.358, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131633,5.331, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131634,5.402, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131636,5.349, 20.0, 27.0,2.478,4.277,2.483,2.488
20251224T131638,5.393, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131639,5.270, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131641,5.287, 20.0, 27.0,2.478,4.277,2.483,2.488
20251224T131642,5.393, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131644,5.270, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131646,5.358, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131647,5.384, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131649,5.358, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131650,5.305, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131652,5.261, 20.0, 27.0,2.483,4.277,2.483,2.493
20251224T131654,5.279, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131655,5.358, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131657,5.402, 20.0, 27.0,2.483,4.277,2.488,2.488
20251224T131658,5.270, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131700,5.358, 20.0, 27.0,2.483,4.277,2.483,2.488
20251224T131702,5.402, 20.0, 26.0,2.478,4.277,2.483,2.488
20251224T131703,5.349, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131705,5.384, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131706,5.340, 20.0, 26.0,2.478,4.277,2.483,2.488
20251224T131708,5.261, 20.0, 26.0,2.478,4.277,2.488,2.488
20251224T131710,5.323, 20.0, 26.0,2.478,4.277,2.483,2.488
20251224T131711,5.305, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131713,5.375, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131714,5.428, 20.0, 26.0,2.478,4.277,2.483,2.488
20251224T131716,5.367, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131718,5.393, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131719,5.314, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131721,5.270, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131722,5.411, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131724,5.437, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131726,5.314, 20.0, 26.0,2.478,4.277,2.483,2.488
20251224T131727,5.305, 20.0, 26.0,2.478,4.277,2.483,2.488
20251224T131729,5.428, 20.0, 26.0,2.483,4.277,2.488,2.488
20251224T131730,5.287, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131732,5.402, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131734,5.305, 20.0, 26.0,2.478,4.277,2.488,2.488
20251224T131735,5.287, 20.0, 26.0,2.483,4.277,2.483,2.488
20251224T131737,5.411, 20.0, 25.0,2.478,4.277,2.483,2.488
20251224T131738,5.305, 20.0, 25.0,2.483,4.277,2.483,2.488
20251224T131740,5.279, 20.0, 25.0,2.483,4.282,2.483,2.488
20251224T131742,5.358, 21.0, 26.0,2.483,4.277,2.483,2.488
20251224T131743,5.367, 20.0, 25.0,2.483,4.277,2.488,2.488
20251224T131745,5.393, 21.0, 26.0,2.483,4.282,2.488,2.488
20251224T131746,5.314, 21.0, 26.0,2.478,4.277,2.483,2.488
20251224T131748,5.402, 21.0, 26.0,2.483,4.277,2.483,2.488
